N_Fijo,CODIGO_VT,Ref_Catastral_Fin,AFORO,VALORCATASTRAL,COEFICIENTE_CATASTRAL,TASA_VIVIENDA,PLUS_VIVIENDA_TURISTICA,TASA_TOTAL,VALORCATASTRAL_NUM,COEFICIENTE_CATASTRAL_NUM,TASA_VIVIENDA_NUM,TASA_TOTAL_NUM,FINCA,HOJA,INMUEBLE,CONTROL,HOJA_BASE,ZONA
1008394,493140,5227002BC5957N0031PE,6,"46.334,84","0,808","132,27",120,"252,27",46334.84,0.808,132.27,252.27,5227002,BC5957N,0031,PE,BC5957,Arenal / Canal / Montañar
1025085,484180,5368404BC5956N0035QD,6,"46.336,64","0,808","132,27",120,"252,27",46336.64,0.808,132.27,252.27,5368404,BC5956N,0035,QD,BC5956,Arenal / Canal / Montañar
1018165,498639,2028922BC5922N0001KM,6,"46.377,30","0,808","132,27",120,"252,27",46377.3,0.808,132.27,252.27,2028922,BC5922N,0001,KM,BC5922,Rafalet / Lluca / Covatelles
1012231,471595,6945636BC5964S0001WS,6,"46.500,69","0,810","132,29",120,"252,29",46500.69,0.81,132.29,252.29,6945636,BC5964S,0001,WS,BC5964,Puerto / Aduanas
1012143,475397,6945633BC5964N0001ZR,6,"46.500,69","0,810","132,29",120,"252,29",46500.69,0.81,132.29,252.29,6945633,BC5964N,0001,ZR,BC5964,Puerto / Aduanas
1012263,504565,6945603BC5964N0001HR,6,"46.500,69","0,810","132,29",120,"252,29",46500.69,0.81,132.29,252.29,6945603,BC5964N,0001,HR,BC5964,Puerto / Aduanas
1012190,472599,6945609BC5964S0001QS,6,"46.500,69","0,810","132,29",120,"252,29",46500.69,0.81,132.29,252.29,6945609,BC5964S,0001,QS,BC5964,Puerto / Aduanas
1007155,446305,7124309BC5972S0001FT,6,"46.633,16","0,813","132,31",120,"252,31",46633.16,0.813,132.31,252.31,7124309,BC5972S,0001,FT,BC5972,Tosalet / Cap Martí
1024795,501061,5368406BC5956N0010MJ,6,"46.684,31","0,814","132,32",120,"252,32",46684.31,0.814,132.32,252.32,5368406,BC5956N,0010,MJ,BC5956,Arenal / Canal / Montañar
1013971,482678,2445408BC5924S0001KL,6,"47.143,06","0,822","132,39",120,"252,39",47143.06,0.822,132.39,252.39,2445408,BC5924S,0001,KL,BC5924,Rafalet / Lluca / Covatelles
1010961,468298,5568511BC5956N0001MA,6,"47.169,40","0,822","132,40",120,"252,40",47169.4,0.822,132.4,252.4,5568511,BC5956N,0001,MA,BC5956,Arenal / Canal / Montañar
1006492,510615,5847007BC5954N0001PM,6,"47.206,44","0,823","132,40",120,"252,40",47206.44,0.823,132.4,252.4,5847007,BC5954N,0001,PM,BC5954,Arenal / Canal / Montañar
1007091,486075,6623319BC5962S0001LQ,6,"47.230,67","0,823","132,41",120,"252,41",47230.67,0.823,132.41,252.41,6623319,BC5962S,0001,LQ,BC5962,Puerto / Aduanas
1023014,501551,6749517BC5964N0022QL,6,"47.415,26","0,826","132,44",120,"252,44",47415.26,0.826,132.44,252.44,6749517,BC5964N,0022,QL,BC5964,Puerto / Aduanas
1020501,493121,6923709BC5962S0001JQ,6,"47.493,88","0,828","132,45",120,"252,45",47493.88,0.828,132.45,252.45,6923709,BC5962S,0001,JQ,BC5962,Puerto / Aduanas
1031600,486685,5951201BC5955S0044GP,6,"47.495,33","0,828","132,45",120,"252,45",47495.33,0.828,132.45,252.45,5951201,BC5955S,0044,GP,BC5955,Arenal / Canal / Montañar
1021820,446901,6749505BC5964N0007EP,6,"47.625,39","0,830","132,47",120,"252,47",47625.39,0.83,132.47,252.47,6749505,BC5964N,0007,EP,BC5964,Puerto / Aduanas
1002659,493192,6352010BC5965S0011AD,6,"47.638,56","0,830","132,47",120,"252,47",47638.56,0.83,132.47,252.47,6352010,BC5965S,0011,AD,BC5965,Puerto / Aduanas
1018439,504835,4977303BC5947N0012OO,6,"47.695,52","0,831","132,48",120,"252,48",47695.52,0.831,132.48,252.48,4977303,BC5947N,0012,OO,BC5947,Casco urbano / Pueblo
1018441,447320,4977303BC5947N0017FF,6,"47.695,52","0,831","132,48",120,"252,48",47695.52,0.831,132.48,252.48,4977303,BC5947N,0017,FF,BC5947,Casco urbano / Pueblo
1004713,449198,9686161BC4998N0001SE,6,"47.835,90","0,834","132,50",120,"252,50",47835.9,0.834,132.5,252.5,9686161,BC4998N,0001,SE,BC4998,Les Fonts / Castellans
1022777,481112,7043241BC5964S0061YI,6,"47.836,65","0,834","132,50",120,"252,50",47836.65,0.834,132.5,252.5,7043241,BC5964S,0061,YI,BC5964,Puerto / Aduanas
1022776,504315,7043241BC5964S0060TU,6,"47.836,65","0,834","132,50",120,"252,50",47836.65,0.834,132.5,252.5,7043241,BC5964S,0060,TU,BC5964,Puerto / Aduanas
1030002,497097,6052203BC5955S0368SF,6,"47.847,17","0,834","132,50",120,"252,50",47847.17,0.834,132.5,252.5,6052203,BC5955S,0368,SF,BC5955,Arenal / Canal / Montañar
1006328,509859,6241014BC5964S0001IS,6,"47.866,54","0,834","132,51",120,"252,51",47866.54,0.834,132.51,252.51,6241014,BC5964S,0001,IS,BC5964,Puerto / Aduanas
1024868,469978,5463706BC5956S0016II,6,"47.897,76","0,835","132,51",120,"252,51",47897.76,0.835,132.51,252.51,5463706,BC5956S,0016,II,BC5956,Arenal / Canal / Montañar
1028631,481520,5566303BC5956N0018BW,6,"47.943,46","0,836","132,52",120,"252,52",47943.46,0.836,132.52,252.52,5566303,BC5956N,0018,BW,BC5956,Arenal / Canal / Montañar
1010905,500237,5566303BC5956N0005PG,6,"47.943,46","0,836","132,52",120,"252,52",47943.46,0.836,132.52,252.52,5566303,BC5956N,0005,PG,BC5956,Arenal / Canal / Montañar
1011413,487327,5566303BC5956N0017LQ,6,"47.943,46","0,836","132,52",120,"252,52",47943.46,0.836,132.52,252.52,5566303,BC5956N,0017,LQ,BC5956,Arenal / Canal / Montañar
1018135,486910,3663325BC5937S0004SI,6,"48.004,56","0,837","132,53",120,"252,53",48004.56,0.837,132.53,252.53,3663325,BC5937S,0004,SI,BC5937,Casco urbano / Pueblo
1003215,502554,6650702BC5965S0011YD,6,"48.193,43","0,840","132,56",120,"252,56",48193.43,0.84,132.56,252.56,6650702,BC5965S,0011,YD,BC5965,Puerto / Aduanas
1003037,454415,6749516BC5964N0013OD,6,"48.472,42","0,845","132,60",120,"252,60",48472.42,0.845,132.6,252.6,6749516,BC5964N,0013,OD,BC5964,Puerto / Aduanas
1002369,477511,6749516BC5964N0004EU,6,"48.472,42","0,845","132,60",120,"252,60",48472.42,0.845,132.6,252.6,6749516,BC5964N,0004,EU,BC5964,Puerto / Aduanas
1002270,477666,6749516BC5964N0006TO,6,"48.472,42","0,845","132,60",120,"252,60",48472.42,0.845,132.6,252.6,6749516,BC5964N,0006,TO,BC5964,Puerto / Aduanas
1013166,445603,5169009BC5956N0001EA,6,"48.475,71","0,845","132,60",120,"252,60",48475.71,0.845,132.6,252.6,5169009,BC5956N,0001,EA,BC5956,Arenal / Canal / Montañar
1006810,491474,7913112BC5971N0001JE,6,"48.500,55","0,845","132,61",120,"252,61",48500.55,0.845,132.61,252.61,7913112,BC5971N,0001,JE,BC5971,Tosalet / Cap Martí
1022790,480557,7043241BC5964S0075JL,6,"48.508,35","0,845","132,61",120,"252,61",48508.35,0.845,132.61,252.61,7043241,BC5964S,0075,JL,BC5964,Puerto / Aduanas
1022808,502166,7043241BC5964S0092TU,6,"48.535,30","0,846","132,61",120,"252,61",48535.3,0.846,132.61,252.61,7043241,BC5964S,0092,TU,BC5964,Puerto / Aduanas
1022637,502486,5562001BC5956S0091LD,6,"48.585,02","0,847","132,62",120,"252,62",48585.02,0.847,132.62,252.62,5562001,BC5956S,0091,LD,BC5956,Arenal / Canal / Montañar
1000573,510242,6660008BC5964N0010BP,6,"48.673,50","0,848","132,63",120,"252,63",48673.5,0.848,132.63,252.63,6660008,BC5964N,0010,BP,BC5964,Puerto / Aduanas
1014231,500309,6660008BC5964N0027AQ,6,"48.673,50","0,848","132,63",120,"252,63",48673.5,0.848,132.63,252.63,6660008,BC5964N,0027,AQ,BC5964,Puerto / Aduanas
1024843,492500,5266508BC5956N0043ZK,6,"48.778,00","0,850","132,65",120,"252,65",48778.0,0.85,132.65,252.65,5266508,BC5956N,0043,ZK,BC5956,Arenal / Canal / Montañar
1022616,510967,5562001BC5956S0070RZ,6,"48.781,49","0,850","132,65",120,"252,65",48781.49,0.85,132.65,252.65,5562001,BC5956S,0070,RZ,BC5956,Arenal / Canal / Montañar
1012579,437611,5433015BC5953S0001OF,6,"48.932,23","0,853","132,67",120,"252,67",48932.23,0.853,132.67,252.67,5433015,BC5953S,0001,OF,BC5953,Arenal / Canal / Montañar
10000389,499788,5850401BC5955S0014TS,6,"49.006,51","0,854","132,69",120,"252,69",49006.51,0.854,132.69,252.69,5850401,BC5955S,0014,TS,BC5955,Arenal / Canal / Montañar
10000383,499136,5850401BC5955S0008WO,6,"49.006,51","0,854","132,69",120,"252,69",49006.51,0.854,132.69,252.69,5850401,BC5955S,0008,WO,BC5955,Arenal / Canal / Montañar
10000384,498910,5850401BC5955S0009EP,6,"49.006,51","0,854","132,69",120,"252,69",49006.51,0.854,132.69,252.69,5850401,BC5955S,0009,EP,BC5955,Arenal / Canal / Montañar
1009202,509711,9877601BC4998S0001XA,6,"49.075,00","0,855","132,70",120,"252,70",49075.0,0.855,132.7,252.7,9877601,BC4998S,0001,XA,BC4998,Les Fonts / Castellans
1013186,475738,5169016BC5956N0001HA,6,"49.242,30","0,858","132,72",120,"252,72",49242.3,0.858,132.72,252.72,5169016,BC5956N,0001,HA,BC5956,Arenal / Canal / Montañar
1013189,485524,5169023BC5956N0001YA,6,"49.242,30","0,858","132,72",120,"252,72",49242.3,0.858,132.72,252.72,5169023,BC5956N,0001,YA,BC5956,Arenal / Canal / Montañar
1028273,467825,4977315BC5947N0018RG,6,"49.298,93","0,859","132,73",120,"252,73",49298.93,0.859,132.73,252.73,4977315,BC5947N,0018,RG,BC5947,Casco urbano / Pueblo
1020497,482114,6924013BC5962S0001EQ,6,"49.393,33","0,861","132,75",120,"252,75",49393.33,0.861,132.75,252.75,6924013,BC5962S,0001,EQ,BC5962,Puerto / Aduanas
1027459,508539,5953101BC5955S0006KU,6,"49.676,64","0,866","132,79",120,"252,79",49676.64,0.866,132.79,252.79,5953101,BC5955S,0006,KU,BC5955,Arenal / Canal / Montañar
1005818,444955,1195312BC5917N0001WS,6,"49.683,64","0,866","132,79",120,"252,79",49683.64,0.866,132.79,252.79,1195312,BC5917N,0001,WS,BC5917,Montgó / Toscamar
1014398,505365,5374710BC5957S0044GZ,6,"49.718,98","0,866","132,80",120,"252,80",49718.98,0.866,132.8,252.8,5374710,BC5957S,0044,GZ,BC5957,Arenal / Canal / Montañar
1006564,493973,3838206BC5933N0001XZ,6,"49.753,05","0,867","132,80",120,"252,80",49753.05,0.867,132.8,252.8,3838206,BC5933N,0001,XZ,BC5933,Casco urbano / Pueblo
1027503,499232,5953101BC5955S0050QD,6,"49.790,09","0,868","132,81",120,"252,81",49790.09,0.868,132.81,252.81,5953101,BC5955S,0050,QD,BC5955,Arenal / Canal / Montañar
1020662,453127,1868568BC5917S0001EB,6,"49.800,23","0,868","132,81",120,"252,81",49800.23,0.868,132.81,252.81,1868568,BC5917S,0001,EB,BC5917,Montgó / Toscamar
1009470,477550,2925812BC5932S0001WS,6,"49.811,36","0,868","132,81",120,"252,81",49811.36,0.868,132.81,252.81,2925812,BC5932S,0001,WS,BC5932,Casco urbano / Pueblo
1011656,477355,8209519BC5980N0001XD,6,"49.858,17","0,869","132,82",120,"252,82",49858.17,0.869,132.82,252.82,8209519,BC5980N,0001,XD,BC5980,Portitxol / Toscal / Trencall
1022787,508917,7043241BC5964S0072FH,6,"49.912,64","0,870","132,83",120,"252,83",49912.64,0.87,132.83,252.83,7043241,BC5964S,0072,FH,BC5964,Puerto / Aduanas
1024596,446564,7721017BC5972S0001UT,6,"50.004,21","0,871","132,84",120,"252,84",50004.21,0.871,132.84,252.84,7721017,BC5972S,0001,UT,BC5972,Tosalet / Cap Martí
1007297,487558,7419011BC5971N0001TE,6,"50.016,58","0,872","132,85",120,"252,85",50016.58,0.872,132.85,252.85,7419011,BC5971N,0001,TE,BC5971,Tosalet / Cap Martí
1020464,440358,9284130BC4998S0001BA,6,"50.075,89","0,873","132,85",120,"252,85",50075.89,0.873,132.85,252.85,9284130,BC4998S,0001,BA,BC4998,Les Fonts / Castellans
1012675,511006,4836823BC5943N0001PW,6,"50.207,97","0,875","132,88",120,"252,88",50207.97,0.875,132.88,252.88,4836823,BC5943N,0001,PW,BC5943,Casco urbano / Pueblo
1013223,481530,5370713BC5956N0001FA,6,"50.251,35","0,876","132,88",120,"252,88",50251.35,0.876,132.88,252.88,5370713,BC5956N,0001,FA,BC5956,Arenal / Canal / Montañar
1013237,476550,5370704BC5957S0001YD,6,"50.251,35","0,876","132,88",120,"252,88",50251.35,0.876,132.88,252.88,5370704,BC5957S,0001,YD,BC5957,Arenal / Canal / Montañar
1005523,485682,3921009BC5932S0001OS,6,"50.262,66","0,876","132,88",120,"252,88",50262.66,0.876,132.88,252.88,3921009,BC5932S,0001,OS,BC5932,Casco urbano / Pueblo
1007345,471068,7718741BC5971N0001OE,6,"50.276,77","0,876","132,89",120,"252,89",50276.77,0.876,132.89,252.89,7718741,BC5971N,0001,OE,BC5971,Tosalet / Cap Martí
1030054,486404,5853901BC5955S0003OR,6,"50.358,56","0,878","132,90",120,"252,90",50358.56,0.878,132.9,252.9,5853901,BC5955S,0003,OR,BC5955,Arenal / Canal / Montañar
1022789,496135,7043241BC5964S0074HK,6,"50.380,78","0,878","132,90",120,"252,90",50380.78,0.878,132.9,252.9,7043241,BC5964S,0074,HK,BC5964,Puerto / Aduanas
1025036,501714,4775402BC5947N0023KJ,6,"50.403,32","0,878","132,91",120,"252,91",50403.32,0.878,132.91,252.91,4775402,BC5947N,0023,KJ,BC5947,Casco urbano / Pueblo
1022809,471038,7043241BC5964S0093YI,6,"50.408,77","0,879","132,91",120,"252,91",50408.77,0.879,132.91,252.91,7043241,BC5964S,0093,YI,BC5964,Puerto / Aduanas
1013567,494608,3979001BC5937N0001FB,6,"50.424,92","0,879","132,91",120,"252,91",50424.92,0.879,132.91,252.91,3979001,BC5937N,0001,FB,BC5937,Casco urbano / Pueblo
1005834,480535,2078113BC5917N0001GS,6,"50.616,08","0,882","132,94",120,"252,94",50616.08,0.882,132.94,252.94,2078113,BC5917N,0001,GS,BC5917,Montgó / Toscamar
1018958,484056,4778301BC5947N0041OY,6,"50.734,22","0,884","132,96",120,"252,96",50734.22,0.884,132.96,252.96,4778301,BC5947N,0041,OY,BC5947,Casco urbano / Pueblo
1018203,429696,9686167BC4998S0001BA,6,"50.751,92","0,884","132,96",120,"252,96",50751.92,0.884,132.96,252.96,9686167,BC4998S,0001,BA,BC4998,Les Fonts / Castellans
1006566,497708,3838215BC5933N0001UZ,6,"50.844,26","0,886","132,97",120,"252,97",50844.26,0.886,132.97,252.97,3838215,BC5933N,0001,UZ,BC5933,Casco urbano / Pueblo
10000388,497675,5850401BC5955S0013RA,6,"50.949,70","0,888","132,99",120,"252,99",50949.7,0.888,132.99,252.99,5850401,BC5955S,0013,RA,BC5955,Arenal / Canal / Montañar
10000387,500058,5850401BC5955S0012EP,6,"50.949,70","0,888","132,99",120,"252,99",50949.7,0.888,132.99,252.99,5850401,BC5955S,0012,EP,BC5955,Arenal / Canal / Montañar
10000382,499513,5850401BC5955S0007QI,6,"50.949,70","0,888","132,99",120,"252,99",50949.7,0.888,132.99,252.99,5850401,BC5955S,0007,QI,BC5955,Arenal / Canal / Montañar
1010237,502069,6660008BC5964N0013MD,6,"50.991,22","0,889","133,00",120,"253,00",50991.22,0.889,133.0,253.0,6660008,BC5964N,0013,MD,BC5964,Puerto / Aduanas
1001331,453493,6660008BC5964N0021TK,6,"50.991,22","0,889","133,00",120,"253,00",50991.22,0.889,133.0,253.0,6660008,BC5964N,0021,TK,BC5964,Puerto / Aduanas
1018832,486857,5174001BC5957S0071DH,6,"50.992,30","0,889","133,00",120,"253,00",50992.3,0.889,133.0,253.0,5174001,BC5957S,0071,DH,BC5957,Arenal / Canal / Montañar
1008632,437337,2031911BC5923S0001GW,6,"50.996,19","0,889","133,00",120,"253,00",50996.19,0.889,133.0,253.0,2031911,BC5923S,0001,GW,BC5923,Rafalet / Lluca / Covatelles
1031709,479876,5747203BC5954N0029SX,6,"51.004,67","0,889","133,00",120,"253,00",51004.67,0.889,133.0,253.0,5747203,BC5954N,0029,SX,BC5954,Arenal / Canal / Montañar
1011496,472578,5372020BC5957S0029IS,6,"51.032,97","0,889","133,00",120,"253,00",51032.97,0.889,133.0,253.0,5372020,BC5957S,0029,IS,BC5957,Arenal / Canal / Montañar
1013164,480599,5370710BC5957S0001PD,6,"51.036,93","0,889","133,01",120,"253,01",51036.93,0.889,133.01,253.01,5370710,BC5957S,0001,PD,BC5957,Arenal / Canal / Montañar
1006684,446447,9285206BC4998N0001OE,6,"51.141,24","0,891","133,02",120,"253,02",51141.24,0.891,133.02,253.02,9285206,BC4998N,0001,OE,BC4998,Les Fonts / Castellans
10000378,497997,5850401BC5955S0003BR,6,"51.220,40","0,893","133,03",120,"253,03",51220.4,0.893,133.03,253.03,5850401,BC5955S,0003,BR,BC5955,Arenal / Canal / Montañar
1006875,467711,7913105BC5971S0001RA,6,"51.264,99","0,893","133,04",120,"253,04",51264.99,0.893,133.04,253.04,7913105,BC5971S,0001,RA,BC5971,Tosalet / Cap Martí
1007352,477295,7620205BC5971N0001YE,6,"51.296,01","0,894","133,05",120,"253,05",51296.01,0.894,133.05,253.05,7620205,BC5971N,0001,YE,BC5971,Tosalet / Cap Martí
1020443,469743,5369001BC5956N0019XE,6,"51.369,07","0,895","133,06",120,"253,06",51369.07,0.895,133.06,253.06,5369001,BC5956N,0019,XE,BC5956,Arenal / Canal / Montañar
1002571,458659,5374710BC5957S0065UD,6,"51.398,22","0,896","133,06",120,"253,06",51398.22,0.896,133.06,253.06,5374710,BC5957S,0065,UD,BC5957,Arenal / Canal / Montañar
1024069,505847,5174002BC5957S0009RZ,6,"51.400,96","0,896","133,06",120,"253,06",51400.96,0.896,133.06,253.06,5174002,BC5957S,0009,RZ,BC5957,Arenal / Canal / Montañar
1000548,497520,3966433BC5937S0001ET,6,"51.472,52","0,897","133,07",120,"253,07",51472.52,0.897,133.07,253.07,3966433,BC5937S,0001,ET,BC5937,Casco urbano / Pueblo
1000123,487794,5837804BC5953N0001EY,6,"51.619,24","0,900","133,10",120,"253,10",51619.24,0.9,133.1,253.1,5837804,BC5953N,0001,EY,BC5953,Arenal / Canal / Montañar
1022907,444596,5760105BC5956S0019IA,6,"51.672,92","0,901","133,10",120,"253,10",51672.92,0.901,133.1,253.1,5760105,BC5956S,0019,IA,BC5956,Arenal / Canal / Montañar
1018239,458040,1730813BC5913S0001QZ,6,"51.682,65","0,901","133,11",120,"253,11",51682.65,0.901,133.11,253.11,1730813,BC5913S,0001,QZ,BC5913,Montgó / Toscamar
1007317,461896,7422502BC5972S0001JT,6,"51.720,52","0,901","133,11",120,"253,11",51720.52,0.901,133.11,253.11,7422502,BC5972S,0001,JT,BC5972,Tosalet / Cap Martí
1031589,510734,5951201BC5955S0033UW,6,"51.803,75","0,903","133,13",120,"253,13",51803.75,0.903,133.13,253.13,5951201,BC5955S,0033,UW,BC5955,Arenal / Canal / Montañar
1016542,478638,6427505BC5962N0001PH,6,"51.855,25","0,904","133,13",120,"253,13",51855.25,0.904,133.13,253.13,6427505,BC5962N,0001,PH,BC5962,Puerto / Aduanas
1015684,473556,4241002BC5944S0001HR,6,"51.887,56","0,904","133,14",120,"253,14",51887.56,0.904,133.14,253.14,4241002,BC5944S,0001,HR,BC5944,Casco urbano / Pueblo
1015668,487198,1425210BC5912N0001PL,6,"51.911,93","0,905","133,14",120,"253,14",51911.93,0.905,133.14,253.14,1425210,BC5912N,0001,PL,BC5912,Montgó / Toscamar
1007305,490581,7517002BC5971N0001WE,6,"51.913,37","0,905","133,14",120,"253,14",51913.37,0.905,133.14,253.14,7517002,BC5971N,0001,WE,BC5971,Tosalet / Cap Martí
1018340,482357,3564804BC5937S0003QU,6,"52.297,59","0,911","133,20",120,"253,20",52297.59,0.911,133.2,253.2,3564804,BC5937S,0003,QU,BC5937,Casco urbano / Pueblo
1007941,490881,7230006BC5972N0001TB,6,"52.328,57","0,912","133,21",120,"253,21",52328.57,0.912,133.21,253.21,7230006,BC5972N,0001,TB,BC5972,Tosalet / Cap Martí
1012562,473738,5533105BC5953S0001AF,6,"52.379,42","0,913","133,22",120,"253,22",52379.42,0.913,133.22,253.22,5533105,BC5953S,0001,AF,BC5953,Arenal / Canal / Montañar
1004068,462914,8318408BC5981N0001FU,6,"52.402,41","0,913","133,22",120,"253,22",52402.41,0.913,133.22,253.22,8318408,BC5981N,0001,FU,BC5981,Portitxol / Toscal / Trencall
1024711,481300,5368407BC5956N0011PK,6,"52.413,90","0,913","133,22",120,"253,22",52413.9,0.913,133.22,253.22,5368407,BC5956N,0011,PK,BC5956,Arenal / Canal / Montañar
1012720,477914,9284126BC4998S0001AA,6,"52.465,21","0,914","133,23",120,"253,23",52465.21,0.914,133.23,253.23,9284126,BC4998S,0001,AA,BC4998,Les Fonts / Castellans
1019468,492755,5369001BC5956N0027RI,6,"52.509,86","0,915","133,24",120,"253,24",52509.86,0.915,133.24,253.24,5369001,BC5956N,0027,RI,BC5956,Arenal / Canal / Montañar
1005549,497071,3921017BC5932S0001IS,6,"52.566,29","0,916","133,24",120,"253,24",52566.29,0.916,133.24,253.24,3921017,BC5932S,0001,IS,BC5932,Casco urbano / Pueblo
1024080,484988,5174002BC5957S0020OE,6,"52.582,61","0,916","133,25",120,"253,25",52582.61,0.916,133.25,253.25,5174002,BC5957S,0020,OE,BC5957,Arenal / Canal / Montañar
1012600,461739,5335104BC5953N0001TY,6,"52.643,25","0,917","133,26",120,"253,26",52643.25,0.917,133.26,253.26,5335104,BC5953N,0001,TY,BC5953,Arenal / Canal / Montañar
1019375,492823,5368405BC5956N0066OS,6,"52.658,92","0,918","133,26",120,"253,26",52658.92,0.918,133.26,253.26,5368405,BC5956N,0066,OS,BC5956,Arenal / Canal / Montañar
1018544,430839,5333103BC5953S0001OF,6,"52.666,21","0,918","133,26",120,"253,26",52666.21,0.918,133.26,253.26,5333103,BC5953S,0001,OF,BC5953,Arenal / Canal / Montañar
1032185,490090,5648301BC5954N1001PZ,6,"52.701,66","0,918","133,27",120,"253,27",52701.66,0.918,133.27,253.27,5648301,BC5954N,1001,PZ,BC5954,Arenal / Canal / Montañar
1006153,501075,6141006BC5964S0001JS,6,"52.827,78","0,921","133,29",120,"253,29",52827.78,0.921,133.29,253.29,6141006,BC5964S,0001,JS,BC5964,Puerto / Aduanas
1019505,474118,5369001BC5956N0044GL,6,"52.869,22","0,921","133,29",120,"253,29",52869.22,0.921,133.29,253.29,5369001,BC5956N,0044,GL,BC5956,Arenal / Canal / Montañar
1007060,471596,7818709BC5971N0001TE,6,"52.947,18","0,923","133,30",120,"253,30",52947.18,0.923,133.3,253.3,7818709,BC5971N,0001,TE,BC5971,Tosalet / Cap Martí
1000035,496367,3550808BC5935S0001EJ,6,"52.991,56","0,924","133,31",120,"253,31",52991.56,0.924,133.31,253.31,3550808,BC5935S,0001,EJ,BC5935,Casco urbano / Pueblo
1024431,501592,6551006BC5965S0007ES,6,"52.993,13","0,924","133,31",120,"253,31",52993.13,0.924,133.31,253.31,6551006,BC5965S,0007,ES,BC5965,Puerto / Aduanas
1010037,480195,2065604BC5926N0001MX,6,"53.023,92","0,924","133,32",120,"253,32",53023.92,0.924,133.32,253.32,2065604,BC5926N,0001,MX,BC5926,Rafalet / Lluca / Covatelles
1007153,463218,7523814BC5972S0001GT,6,"53.071,66","0,925","133,32",120,"253,32",53071.66,0.925,133.32,253.32,7523814,BC5972S,0001,GT,BC5972,Tosalet / Cap Martí
1006742,479456,8209516BC5980N0001KD,6,"53.080,43","0,925","133,33",120,"253,33",53080.43,0.925,133.33,253.33,8209516,BC5980N,0001,KD,BC5980,Portitxol / Toscal / Trencall
1003240,459532,6352010BC5965S0022LZ,6,"53.103,27","0,925","133,33",120,"253,33",53103.27,0.925,133.33,253.33,6352010,BC5965S,0022,LZ,BC5965,Puerto / Aduanas
1025848,502494,5457312BC5955N0032FH,6,"53.150,91","0,926","133,34",120,"253,34",53150.91,0.926,133.34,253.34,5457312,BC5955N,0032,FH,BC5955,Arenal / Canal / Montañar
10000381,497996,5850401BC5955S0006MU,6,"53.163,58","0,927","133,34",120,"253,34",53163.58,0.927,133.34,253.34,5850401,BC5955S,0006,MU,BC5955,Arenal / Canal / Montañar
1000309,486445,5539803BC5953N0001TY,6,"53.166,08","0,927","133,34",120,"253,34",53166.08,0.927,133.34,253.34,5539803,BC5953N,0001,TY,BC5953,Arenal / Canal / Montañar
1011147,505153,5372021BC5957S0001KD,6,"53.308,15","0,929","133,36",120,"253,36",53308.15,0.929,133.36,253.36,5372021,BC5957S,0001,KD,BC5957,Arenal / Canal / Montañar
1007331,496356,7620104BC5972S0001HT,6,"53.341,71","0,930","133,37",120,"253,37",53341.71,0.93,133.37,253.37,7620104,BC5972S,0001,HT,BC5972,Tosalet / Cap Martí
1006805,486222,7615305BC5971S0001MA,6,"53.371,34","0,930","133,37",120,"253,37",53371.34,0.93,133.37,253.37,7615305,BC5971S,0001,MA,BC5971,Tosalet / Cap Martí
1024590,507761,2074741BC5927S0001YQ,6,"53.411,02","0,931","133,38",120,"253,38",53411.02,0.931,133.38,253.38,2074741,BC5927S,0001,YQ,BC5927,Rafalet / Lluca / Covatelles
1021136,494036,7824117BC5972S0001KT,6,"53.419,66","0,931","133,38",120,"253,38",53419.66,0.931,133.38,253.38,7824117,BC5972S,0001,KT,BC5972,Tosalet / Cap Martí
1022532,490055,6353102BC5965S0024IM,6,"53.427,18","0,931","133,38",120,"253,38",53427.18,0.931,133.38,253.38,6353102,BC5965S,0024,IM,BC5965,Puerto / Aduanas
1009452,477486,2625813BC5922S0001SI,6,"53.442,59","0,931","133,38",120,"253,38",53442.59,0.931,133.38,253.38,2625813,BC5922S,0001,SI,BC5922,Rafalet / Lluca / Covatelles
1006415,497562,7137015BC5973N0001PF,6,"53.466,96","0,932","133,39",120,"253,39",53466.96,0.932,133.39,253.39,7137015,BC5973N,0001,PF,BC5973,Tosalet / Cap Martí
1017558,486868,2279935BC5928S0001LK,6,"53.514,54","0,933","133,39",120,"253,39",53514.54,0.933,133.39,253.39,2279935,BC5928S,0001,LK,BC5928,Rafalet / Lluca / Covatelles
1025825,480856,5457312BC5955N0017TU,6,"53.577,34","0,934","133,40",120,"253,40",53577.34,0.934,133.4,253.4,5457312,BC5955N,0017,TU,BC5955,Arenal / Canal / Montañar
10000377,499607,5850401BC5955S0001KW,6,"53.634,04","0,935","133,41",120,"253,41",53634.04,0.935,133.41,253.41,5850401,BC5955S,0001,KW,BC5955,Arenal / Canal / Montañar
1007058,471590,7818707BC5971N0001PE,6,"53.703,39","0,936","133,42",120,"253,42",53703.39,0.936,133.42,253.42,7818707,BC5971N,0001,PE,BC5971,Tosalet / Cap Martí
1024965,436007,1635105BC5913N0001UD,6,"53.730,46","0,936","133,43",120,"253,43",53730.46,0.936,133.43,253.43,1635105,BC5913N,0001,UD,BC5913,Montgó / Toscamar
1031585,499967,5951201BC5955S0029YQ,6,"53.755,91","0,937","133,43",120,"253,43",53755.91,0.937,133.43,253.43,5951201,BC5955S,0029,YQ,BC5955,Arenal / Canal / Montañar
